Property type,Price,Suburb,Postcode,Display address,Bedrooms,Bathrooms,Carspaces,Headline,Description,url,Advert type,Advert name,Advert contact
Villa,$400 - $420 per week,CONSTITUTION HILL,2145,"10/15-17 Hart Drive, Constitution Hill",2.0,2.0,1,Great & Convenient Villa with new carpet!,"Located in a handy location close to transport, shopping centre and school with quick access into Parramatta CBD and Westmead Hospital.  Features include-Unique, split level design with high cathedral ceilings.   Spacious open plan liv...",http://www.domain.com.au/10-15-17-hart-drive-constitution-hill-nsw-2145-13468213,Agency,Best Real Estate,Property Management
House,$400 PW,WENTWORTHVILLE,2145,"12 Layton Street, Wentworthville",2.0,1.0,,Ideal For Small Family & Couples,"This two bedroom house is located in one of Wentworthvilles quietest & sought after streets short distance to local bus stop, Pendle Hill & Wentworthville train station, schools, childcare and shopping centre  features included 2 spacious ...",http://www.domain.com.au/12-layton-street-wentworthville-nsw-2145-14014906,Agency,Laing+Simmons Wentworthville,Rental Enquiries
ApartmentUnitFlat,$400 pw - LEASED,WENTWORTHVILLE,2145,"11/41-49 Lane Street, Wentworthville",2.0,1.0,1,A Place to call Home!,This perfectly located two bedroom apartment offers a leafy outlook from an oversized balcony perfect for entertaining. Guaranteed to appeal to you if you are seeking affordability and convenience. With such a central location to all ameni...,http://www.domain.com.au/11-41-49-lane-street-wentworthville-nsw-2145-13961015,Agency,Sky Realty,Tom Thanasias
ApartmentUnitFlat,LEASED BY ESER PROPERTY,GREYSTANES,2145,"36A Damien Avenue, Greystanes",2.0,1.0,,SPACIOUS TWO BEDROOM GRANNY FLAT,This near new two bedroom granny flat is sure to impress...  Offering;  * Two bedrooms with built ins * Modern kitchen * Split system air conditioning  * Covered entertaining area  Contact ESER property for further details today!!,http://www.domain.com.au/36a-damien-avenue-greystanes-nsw-2145-13900755,Agency,ESER PROPERTY,"Sarah Kazzi, Rachelle Nohra"
House,$400,CONSTITUTION HILL,2145,"23 HART DRIVE, Constitution Hill",2.0,1.0,1,"2 - 3 BEDROOM HOME, POLISHED FLOORS, FRESHLY PAINTED, REMOTE GARAGE, DISHWASHER","2 - 3 BEDROOM HOME, POLISHED FLOOR BOARDS, FRESHLY PAINTED, REMOTE CONTROL GARAGE, DISHWASHER, AVAILABLE NOW!  * 2 Bedrooms * Freshly Painted * Freshly Polished Floor Boards * Modern Kitchen * Modern Bathroom * New Blinds * Dishwas...",http://www.domain.com.au/23-hart-drive-constitution-hill-nsw-2145-13467839,Agency,One Agency Peter Vasiliou,Peter  Vasiliou
ApartmentUnitFlat,$400-$420 Per Week,WENTWORTHVILLE,2145,"6/37-39 Lane Street, Wentworthville",2.0,1.0,1,5 Minutes walk to Railway Station,"Well-presented unit in outstanding location so close to Wentworthville railway station, shopping centre, school and day care and easy access into Parramatta CBD and Westmead Hospitals.  Features include:  Two generous size bedrooms  ...",http://www.domain.com.au/6-37-39-lane-street-wentworthville-nsw-2145-13517750,Agency,Best Real Estate,Property Management
ApartmentUnitFlat,$400,WESTMEAD,2145,"9/18 Hainsworth Street, Westmead",2.0,1.0,1,Newly Renovated Split Level Unit,"This newly renovated split level 2 bedroom unit, is a 5 minute walk to Westmead Hospital and the Children Hospital. Easy access to M4 for commuting and the Cumberland Highway.  Features include: - Oversized main bedrrom with large built...",http://www.domain.com.au/9-18-hainsworth-street-westmead-nsw-2145-14035683,Agency,Raine & Horne Parramatta,Brianna Mitchell
ApartmentUnitFlat,$400 PER WEEK,PEMULWUY,2145,"32/124 Driftway Drive, Pemulwuy",2.0,2.0,1,OPEN HOME CANCELLED - APPLICATION UNDER REVIEW,"LOCATION, LIFESTYLE, PRIVACY  Enjoying a quiet setting on the second floor of this modern development and with a sunny North aspect with an idyllic laneway setting, this spacious apartment is an absolute delight and offers sleek modern i...",http://www.domain.com.au/32-124-driftway-drive-pemulwuy-nsw-2145-13959082,Agency,Riverbank Real Estate,"Yesmin  Ali, Chloe Biggs"
ApartmentUnitFlat,$400-$410 Per Week,WESTMEAD,2145,"43/35-37 Darcy Road, Westmead",2.0,2.0,1,PERFECT LOCATION,"In the heart of Westmead, close to all amenities, is this spacious unit. Featuring: *	Two bedrooms with built ins, main with ensuite *	Modern kitchen with gas cooking, stainless steel appliances & dishwasher *	Large open plan lounge/di...",http://www.domain.com.au/43-35-37-darcy-road-westmead-nsw-2145-13903464,Agency,Century 21 Advantage,Leasing Team
ApartmentUnitFlat,$395,WESTMEAD,2145,"4/24 Hainsworth Street, Westmead",2.0,1.0,,UPDATED & SPACIOUS 2-BEDROOM MOMENTS FROM HOSPITAL!,"**CLICK EMAIL AGENT TO REGISTER FOR AN INSPECTION**  Belle Property Parramatta is proud to be offering this unique, open-plan apartment close to all amenities in Westmead; showcasing:  * Near new paint/carpet throughout * Large balcon...",http://www.domain.com.au/4-24-hainsworth-street-westmead-nsw-2145-13948028,Agency,Belle Property Parramatta,Property Management Department
ApartmentUnitFlat,$395 Weekly,WESTMEAD,2145,"5/24 Hainsworth Street, Westmead",2.0,1.0,1,Spacious 2 Bedroom Apartment!,"This spacious2 bedroom apartment is conveniently located in the heart of Westmead.  Approx. 1km to Westmead train station, 650m to Westmead Hospital and 1.2km to Westmead Public School, this apartment has convenience written all over it....",http://www.domain.com.au/5-24-hainsworth-street-westmead-nsw-2145-14003009,Agency, Starr Partners Wentworthville,Starr Partners Wentworthville Rentals
ApartmentUnitFlat,$395| ONE WEEK FREE RENT,WESTMEAD,2145,"6/21 Helen Street, Westmead",2.0,1.0,1,Immaculate Apartment on Quiet Cul-De-Sac Road!,"**CLICK EMAIL AGENT TO REGISTER FOR AN INSPECTION**  Renovated with an excellent level of detail, this fresh 2-Bedroom apartment will tick all the boxes, featuring:  - Recently painted throughout with quality plush carpet - Modern lig...",http://www.domain.com.au/6-21-helen-street-westmead-nsw-2145-13885496,Agency,Belle Property Parramatta,Property Management Department
ApartmentUnitFlat,ANOTHER LEASED BY CASSANDRA!,WENTWORTHVILLE,2145,"12/58-60 Fullagar Road, Wentworthville",2.0,1.0,1,"""Park View"" - Brand new carpet and Blinds.","Spacious two bedroom unit in the heart of Wentworthville within walking distance to Wentworthville Public School, public transport and within close proximity of Wenty Leagues Club, restaurants and amenities. Great access to Great Western H...",http://www.domain.com.au/12-58-60-fullagar-road-wentworthville-nsw-2145-13580267,Agency,Ray White Baulkham Hills,Cassandra Whitmore
House,$390 wk,GREYSTANES,2145,"34a Munro Street, Greystanes",2.0,1.0,,Near New Granny Flat,Only 12 months old this Granny flat is well built Featuring... * Tiled throughout * 2 good size rooms with built in rooms  * Ultra modern kitchen with Gas cooking * Dishwasher * Split system AC * Separate bath tub to shower * Comple...,http://www.domain.com.au/34a-munro-street-greystanes-nsw-2145-14004115,Agency,LJ Hooker Greystanes,Steven Piljek
ApartmentUnitFlat,$390,WESTMEAD,2145,"4/19 Helen Street, Westmead",2.0,1.0,1,Freshly Painted Spacious unit,"Two-bedroom unit with built-in wardrobe in the main bedroom, internal laundry, combined lounge and dining, single garage, 2 balconies, Intercom, short walk to children's Westmead Hospital, walking distance to station, shops and schools. ...",http://www.domain.com.au/4-19-helen-street-westmead-nsw-2145-13920048,Agency,Ray White Westmead,Reception Westmead
House,$390.00 weekly,MAYS HILL,2145,"16 ROBILLIARD STREET, Mays Hill",3.0,1.0,1,3 Bedroom House with a Single Garage,This neat 3 bedroom home features: -Timber floor boards throughout -Main bedroom opens out on to the front porch -Two bedrooms with wardrobes -Kitchen with gas cooking -Separate dining room or sunroom to the rear of the house -Extern...,http://www.domain.com.au/16-robilliard-street-mays-hill-nsw-2145-8688581,Agency,Starr Partners Merrylands,RENTAL DEPARTMENT 02 97606677
ApartmentUnitFlat,$390,WESTMEAD,2145,"9/3 Queens Road, Westmead",2.0,1.0,1,Close to Westmead public School,"Come and inspect this well presented two bedroom unit situated in great location. This property features two great sized bedrooms with built in to main, large living lounge room with access to balcony, spacious sized kitchen, internal lau...",http://www.domain.com.au/9-3-queens-road-westmead-nsw-2145-13785941,Agency,Ray White Westmead,George Jahshan
House,$385,WENTWORTHVILLE,2145,"23 Lindsay st, Wentworthville",4.0,1.0,1,Large home,"Rare opportunity to rent a large home well priced in a sort after location minutes walk to Wentworthville train station, bus stop, Darcy Rd public school & shops.  - 2 Living areas - 4 bedrooms possible 5  - Old style home in original ...",http://www.domain.com.au/23-lindsay-st-wentworthville-nsw-2145-14031066,Agency,All Sydney Real Estate,Sam Sayegh
House,$385,PENDLE HILL,2145,"Rear 124 Smith Street, Pendle Hill",2.0,1.0,,Near new two bedroom self-contained granny flat!,The following features include:  -	Huge Combined lounge and dining area. -	Modern kitchen with island breakfast bar and Caesar stone          bench tops. -	Stainless steel appliances and gas cooking.  -	Spacious bedrooms    -	Built ...,http://www.domain.com.au/rear-124-smith-street-pendle-hill-nsw-2145-13748982,Agency,QWest Property Group,"Josh Golfis, Jim Malamas"
ApartmentUnitFlat,$385,WESTMEAD,2145,"4/14-16 Jessie Street, Westmead",2.0,1.0,1,A MUST TO INSPECT!,An opportunity for you to secure a centrally located rental unit that is conveniently located close to all amenities in Westmead. This well presented 2 bedroom unit is situated on the top floor with north aspect  Features:  - Separate li...,http://www.domain.com.au/4-14-16-jessie-street-westmead-nsw-2145-13785943,Agency,Ray White Westmead,George Jahshan
ApartmentUnitFlat,$385 | TWO WEEKS FREE RENT,WESTMEAD,2145,"5/21 Caroline Street, Westmead",2.0,1.0,1,SPACIOUS 2 BEDROOM APARTMENT,"**CLICK EMAIL AGENT TO REGISTER FOR AN INSPECTION**  TWO WEEKS FREE RENT    This spacious 2 bedroom unit is only minutes away from Westmead Station, Westmead Hospital & Children's Hospital, Schools, Shops & Parramatta Parks features in...",http://www.domain.com.au/5-21-caroline-street-westmead-nsw-2145-13899953,Agency,Belle Property Parramatta,Property Management Department
Villa,$400,PENDLE HILL,2145,"7 Rhonda St, Pendle Hill",2.0,1.0,2,TOP LOCATION!!,"Global Real wentworthville are offer you Two bedrooms master with ensuite,built ins. open plan living and dining, Gas kitchen & hot water system. Fully secure front and rear yard. Open plan living and dining, air conditioning and Lock-up g...",http://www.domain.com.au/7-rhonda-st-pendle-hill-nsw-2145-13898960,Agency,Global Real Estate Pty Ltd,"Dhan Rai, Global Real Estate Office"
House,$400,WENTWORTHVILLE,2145,"8 Mayfield Street, Wentworthville",3.0,1.0,2,Quiet Street - Good Location,"Features Include:  - Renovated 3 bedroom home - Separate sunroom, can be used a rumpus or study or media - Gas Kitchen with a new rangehood - Separate Dining area - Floor board throughout for less maintenance - Huge backyard who enj...",http://www.domain.com.au/8-mayfield-street-wentworthville-nsw-2145-12171127,Agency,LEGEND REAL ESTATE,"Hari Sallakonda, Durai R"
ApartmentUnitFlat,Offers over $400,WENTWORTHVILLE,2145,"4/261 Dunmore Street, Wentworthville",2.0,1.0,1,Walk to Station,"2 Bedroom unit combined lounge/dining with floating floorboards, gas cooking, built in to main, internal laundry with 2nd toilet, balcony off bedroom and lounge, single lock up garage, walk to station, schools and shops.",http://www.domain.com.au/4-261-dunmore-street-wentworthville-nsw-2145-14004429,Agency,Best Real Estate,Property Management
ApartmentUnitFlat,$380,WESTMEAD,2145,"9/16 Central Avenue, Westmead",2.0,1.0,1,Neat & tidy Apartment in Westmead.,Neat & tidy Apartment in Westmead. Features include:  - 2 Large bedroom - Bright Spacious Lounge room & dining area - Large closed kitchen - Internal Laundry - Built Ins - Secured car park. - Located on top floor. - Electric Gas ...,http://www.domain.com.au/9-16-central-avenue-westmead-nsw-2145-14033674,Agency,Ray Wehbe Real Estate,Ray Wehbe
ApartmentUnitFlat,$380,GIRRAWEEN,2145,"23/227-231 Targo Road, Girraween",2.0,1.0,,Perfect for growing family,"This amazing unit is conveniently located in one of the sort after areas in Girraween. Enjoy living in comfort and style with close proximity to schools, shops and public transport. The property includes a living room and 2 bedrooms with a...",http://www.domain.com.au/23-227-231-targo-road-girraween-nsw-2145-14031179,Agency,Blink Property,Blink Property NSW
ApartmentUnitFlat,$400-$430 per week,WENTWORTHVILLE,2145,"9/217 Dunmore Street, Wentworthville",2.0,1.0,1,Easy access to Station & shops,"Well priced modern two bedroom unit in excellent location easy walking distance to station, shopping centre and quick access into Parramatta & Westmead.  Neat and tidy presentation and freshly painted throughout.   Features two bedroom...",http://www.domain.com.au/9-217-dunmore-street-wentworthville-nsw-2145-13999257,Agency,Best Real Estate,Property Management
ApartmentUnitFlat,$380,WESTMEAD,2145,"26/74 Hawkesbury Road, Westmead",2.0,1.0,,A MUST TO INSPECT!,"Spacious 2 bedroom unit  located above the Oakes Centre Shopping village. Features renovated kitchen with gas cooking, large lounge and dinning area, timber floors, huge sunny balcony, a short walk to Westmead Public School, and Westmead ...",http://www.domain.com.au/26-74-hawkesbury-road-westmead-nsw-2145-13768331,Agency,Ray White Westmead,"George Jahshan, Reception Westmead"
